ALIGN_SPLIT,OPTIMIZE_SPLIT,OPTIMIZE_REPS,CUDA_THREADS,N_RESTART,CLIPPING,SIM_THRESH,BUFFER_SIZE,WORKER_PARS,WORKER_BUCK,WORKER_DS,TIME,THROUG,AVG_RMSD
20,20,1,160,256,30,2,5242880,20,4,6,93.795,4793.44,2.34
20,20,1,160,256,256,4,1048576,20,4,6,91.894,4892.60,2.11
20,20,2,128,256,30,4,52428800,20,4,6,121.146,3711.23,2.43
20,20,4,64,256,50,1,1048576,20,4,6,212.370,2117.06,2.25
20,20,4,160,256,256,1,2097152,20,4,6,182.016,2470.11,2.06
20,20,4,192,256,256,1,52428800,20,4,6,191.310,2350.11,2.06
20,20,4,256,256,50,3,52428800,20,4,6,184.962,2430.77,2.29
20,20,5,32,1024,10,3,1048576,20,4,6,749.520,599.85,2.51
20,20,5,192,256,10,2,10485760,20,4,6,207.147,2170.44,2.53
20,20,5,192,1024,256,4,2097152,20,4,6,816.908,550.36,2.12
20,20,5,224,256,50,3,5242880,20,4,6,230.605,1949.65,2.30
20,24,1,128,1024,50,4,20971520,20,4,6,275.360,1632.77,2.41
20,24,1,256,1024,30,3,2097152,20,4,6,302.972,1483.96,2.42
20,24,2,96,256,256,4,52428800,20,4,6,138.836,3238.36,2.09
20,24,3,64,1024,30,1,5242880,20,4,6,740.951,606.78,2.34
20,24,3,160,256,30,1,10485760,20,4,6,159.552,2817.89,2.31
20,24,3,192,256,30,2,10485760,20,4,6,167.959,2676.84,2.32
20,24,3,256,1024,50,2,10485760,20,4,6,609.939,737.12,2.29
20,24,5,192,256,256,3,5242880,20,4,6,240.786,1867.22,2.08
20,32,2,96,1024,50,3,5242880,20,4,6,523.833,858.29,2.32
20,32,2,224,256,10,1,1048576,20,4,6,156.038,2881.35,2.76
20,32,2,256,256,50,1,5242880,20,4,6,149.437,3008.63,2.20
20,32,3,96,1024,10,4,1048576,20,4,6,703.386,639.19,2.69
20,32,3,256,256,50,2,10485760,20,4,6,193.141,2327.83,2.22
20,32,5,32,1024,10,2,2097152,20,4,6,995.029,451.84,2.62
20,32,5,192,256,256,2,2097152,20,4,6,287.328,1564.76,2.06
20,48,1,192,1024,30,2,2097152,20,4,6,408.639,1100.24,2.35
20,48,2,192,1024,50,3,20971520,20,4,6,679.856,661.31,2.27
20,48,4,64,1024,30,4,5242880,20,4,6,1440.579,312.09,2.49
20,48,4,224,256,30,2,20971520,20,4,6,332.944,1350.38,2.29
20,48,4,224,1024,30,2,52428800,20,4,6,1285.418,349.77,2.32
20,48,5,32,1024,256,3,1048576,20,4,6,1315.075,341.88,2.06
20,48,5,64,1024,50,4,52428800,20,4,6,1734.130,259.26,2.38
20,48,5,128,256,50,2,2097152,20,4,6,336.372,1336.61,2.19
20,48,5,192,256,30,3,52428800,20,4,6,361.581,1243.43,2.28
20,48,5,224,256,30,4,52428800,20,4,6,393.654,1142.12,2.33
20,72,2,160,1024,50,3,20971520,20,4,6,834.435,538.80,2.30
20,72,5,96,1024,256,1,2097152,20,4,6,1919.397,234.24,2.02
20,72,5,192,1024,50,1,20971520,20,4,6,1950.902,230.45,2.19
20,72,5,256,1024,10,2,5242880,20,4,6,1918.899,234.30,2.55
20,72,5,256,1024,30,1,2097152,20,4,6,1914.794,234.80,2.35
24,8,1,256,256,50,2,52428800,20,4,6,85.565,5254.49,2.34
24,8,2,32,1024,50,4,1048576,20,4,6,296.618,1515.75,2.47
24,8,2,224,256,30,2,52428800,20,4,6,104.449,4304.50,2.41
24,8,3,128,1024,256,2,10485760,20,4,6,386.934,1161.95,2.16
24,8,4,32,256,50,4,5242880,20,4,6,121.498,3700.48,2.35
24,8,4,160,1024,50,4,52428800,20,4,6,449.684,999.81,2.47
24,8,4,256,1024,30,3,10485760,20,4,6,482.059,932.66,2.46
24,8,5,224,256,10,4,1048576,20,4,6,165.691,2713.49,2.72
24,8,5,224,1024,50,4,10485760,20,4,6,622.958,721.71,2.47
24,12,1,32,256,256,4,10485760,20,4,6,91.998,4887.07,2.10
24,12,3,32,1024,10,3,5242880,20,4,6,423.821,1060.82,2.60
24,12,3,256,1024,256,3,10485760,20,4,6,471.749,953.05,2.15
24,12,4,256,1024,50,3,2097152,20,4,6,555.805,808.91,2.32
24,12,5,96,1024,256,4,10485760,20,4,6,650.172,691.51,2.14
24,12,5,256,256,10,1,1048576,20,4,6,174.184,2581.18,2.81
24,16,2,64,256,256,3,5242880,20,4,6,146.138,3076.55,2.10
24,16,2,128,256,30,3,20971520,20,4,6,106.044,4239.75,2.39
24,16,2,192,1024,50,4,1048576,20,4,6,394.195,1140.55,2.51
24,16,3,128,1024,30,1,2097152,20,4,6,483.585,929.72,2.35
24,16,3,160,1024,50,1,2097152,20,4,6,492.015,913.79,2.26
24,16,3,224,256,30,4,5242880,20,4,6,153.890,2921.57,2.42
24,16,4,64,256,10,4,2097152,20,4,6,198.177,2268.68,2.71
24,20,1,32,1024,256,4,1048576,20,4,6,286.221,1570.81,2.20
24,20,1,256,256,256,2,2097152,20,4,6,105.876,4246.48,2.10
24,20,2,64,1024,10,1,10485760,20,4,6,522.916,859.79,2.89
24,20,2,96,256,30,3,52428800,20,4,6,125.351,3586.73,2.35
24,20,3,128,256,256,4,5242880,20,4,6,156.022,2881.65,2.09
24,20,4,128,256,50,4,5242880,20,4,6,177.809,2528.56,2.34
24,20,4,160,1024,256,1,52428800,20,4,6,673.628,667.43,2.04
24,20,5,256,256,256,1,10485760,20,4,6,229.938,1955.31,2.09
24,20,5,256,1024,50,4,20971520,20,4,6,833.949,539.12,2.40
24,24,1,96,1024,10,1,1048576,20,4,6,313.012,1436.36,2.77
24,24,1,192,256,50,1,5242880,20,4,6,103.325,4351.32,2.28
24,24,2,32,1024,10,2,52428800,20,4,6,439.875,1022.11,2.68
24,24,2,96,256,10,3,52428800,20,4,6,132.568,3391.47,2.67
24,24,2,224,1024,256,2,52428800,20,4,6,539.650,833.13,2.09
24,24,3,64,1024,10,4,1048576,20,4,6,747.027,601.85,2.75
24,24,3,128,256,10,4,2097152,20,4,6,154.130,2917.02,2.71
24,24,3,128,256,50,3,1048576,20,4,6,156.641,2870.26,2.28
24,24,3,160,1024,10,1,5242880,20,4,6,586.205,766.96,2.68
24,24,4,128,256,10,4,20971520,20,4,6,186.484,2410.93,2.69
24,24,4,160,256,30,1,20971520,20,4,6,188.041,2390.97,2.33
24,24,4,160,1024,10,2,10485760,20,4,6,720.828,623.72,2.62
24,24,5,160,256,256,2,1048576,20,4,6,233.623,1924.47,2.07
24,32,1,32,1024,50,4,52428800,20,4,6,333.484,1348.19,2.41
24,32,1,96,1024,30,4,52428800,20,4,6,351.452,1279.26,2.50
24,32,1,96,1024,256,2,52428800,20,4,6,368.399,1220.41,2.10
24,32,1,160,1024,50,1,1048576,20,4,6,334.859,1342.65,2.30
24,32,1,256,256,30,1,1048576,20,4,6,109.980,4088.02,2.41
24,32,2,192,1024,256,1,10485760,20,4,6,566.814,793.20,2.04
24,32,4,64,256,50,2,1048576,20,4,6,287.156,1565.70,2.22
24,32,4,224,1024,10,4,1048576,20,4,6,998.922,450.08,2.69
24,32,4,256,1024,50,3,20971520,20,4,6,918.565,489.46,2.29
24,32,5,96,256,10,3,2097152,20,4,6,272.882,1647.60,2.65
24,32,5,192,1024,10,4,10485760,20,4,6,1085.583,414.15,2.69
24,48,2,96,1024,10,3,52428800,20,4,6,687.606,653.86,2.65
24,48,2,192,1024,10,4,5242880,20,4,6,686.864,654.57,2.80
24,48,3,160,1024,30,1,10485760,20,4,6,890.391,504.94,2.29
24,48,3,160,1024,256,2,2097152,20,4,6,908.750,494.74,2.01
24,48,4,64,1024,50,3,1048576,20,4,6,1464.371,307.02,2.28
24,48,4,96,1024,10,2,20971520,20,4,6,1172.922,383.31,2.63
24,48,4,192,1024,30,2,1048576,20,4,6,1180.356,380.90,2.31
24,48,5,64,1024,50,4,20971520,20,4,6,1776.252,253.11,2.36
24,48,5,128,1024,50,2,1048576,20,4,6,1343.037,334.76,2.19
24,48,5,224,256,10,2,1048576,20,4,6,402.593,1116.76,2.60
24,72,1,128,256,10,3,10485760,20,4,6,145.419,3091.76,2.67
24,72,3,128,1024,10,3,10485760,20,4,6,1182.317,380.27,2.60
24,72,4,32,1024,30,3,2097152,20,4,6,1471.582,305.52,2.37
24,72,4,96,1024,10,3,52428800,20,4,6,1596.636,281.59,2.62
24,72,4,128,256,30,4,2097152,20,4,6,379.886,1183.51,2.36
24,72,4,160,256,256,4,1048576,20,4,6,393.038,1143.91,2.05
24,72,4,256,256,50,1,5242880,20,4,6,416.944,1078.32,2.23
24,72,5,32,1024,256,2,2097152,20,4,6,1810.487,248.33,2.04
24,72,5,96,256,10,4,10485760,20,4,6,488.437,920.48,2.67
24,72,5,96,1024,10,3,20971520,20,4,6,1918.426,234.35,2.62
24,72,5,96,1024,30,2,1048576,20,4,6,1921.419,233.99,2.30
32,8,1,192,256,50,4,1048576,20,4,6,95.237,4720.86,2.34
32,8,2,64,1024,50,4,10485760,20,4,6,457.586,982.54,2.42
32,8,2,192,256,10,4,2097152,20,4,6,112.015,4013.75,2.60
32,8,3,256,1024,256,4,52428800,20,4,6,473.122,950.28,2.19
32,8,4,128,1024,256,4,1048576,20,4,6,512.203,877.77,2.19
32,8,5,160,256,50,1,10485760,20,4,6,155.844,2884.94,2.28
32,12,1,96,1024,10,3,1048576,20,4,6,299.830,1499.51,2.74
32,12,1,96,1024,30,2,52428800,20,4,6,302.698,1485.31,2.38
32,12,1,96,1024,30,3,1048576,20,4,6,300.371,1496.81,2.45
32,12,2,64,1024,256,1,2097152,20,4,6,519.307,865.77,2.11
32,12,3,224,256,50,2,52428800,20,4,6,153.767,2923.91,2.28
32,12,4,160,1024,30,1,20971520,20,4,6,572.128,785.83,2.48
32,12,4,192,256,30,4,52428800,20,4,6,164.684,2730.08,2.46
32,12,5,160,256,10,4,1048576,20,4,6,171.314,2624.42,2.64
32,16,2,256,256,10,2,20971520,20,4,6,125.702,3576.72,2.68
32,16,4,96,1024,30,3,20971520,20,4,6,680.510,660.68,2.40
32,16,4,192,1024,256,1,2097152,20,4,6,698.960,643.24,2.05
32,16,5,224,256,30,1,1048576,20,4,6,222.421,2021.39,2.39
32,16,5,224,1024,50,1,5242880,20,4,6,878.068,512.03,2.22
32,20,1,32,1024,50,2,10485760,20,4,6,324.234,1386.65,2.28
32,20,2,96,256,30,3,1048576,20,4,6,137.094,3279.50,2.38
32,20,2,160,1024,30,1,2097152,20,4,6,460.315,976.72,2.35
32,20,3,64,256,256,4,5242880,20,4,6,208.352,2157.89,2.09
32,20,3,128,256,30,3,2097152,20,4,6,160.139,2807.56,2.36
32,20,3,256,1024,30,3,20971520,20,4,6,629.000,714.78,2.41
32,20,4,32,256,30,1,52428800,20,4,6,187.247,2401.11,2.34
32,20,4,64,1024,50,2,1048576,20,4,6,917.698,489.92,2.23
32,20,4,96,1024,30,1,10485760,20,4,6,753.044,597.04,2.31
32,20,4,224,256,256,1,2097152,20,4,6,227.640,1975.05,2.09
32,24,1,64,256,30,3,1048576,20,4,6,124.790,3602.86,2.36
32,24,1,256,1024,30,4,5242880,20,4,6,379.621,1184.34,2.49
32,24,3,256,256,30,1,1048576,20,4,6,182.042,2469.76,2.37
32,24,4,32,256,30,1,5242880,20,4,6,202.606,2219.09,2.38
32,24,4,224,1024,30,1,52428800,20,4,6,907.997,495.15,2.37
32,24,4,256,256,10,1,1048576,20,4,6,215.138,2089.82,2.86
32,32,1,64,1024,30,1,2097152,20,4,6,517.064,869.52,2.42
32,32,1,256,1024,50,3,5242880,20,4,6,415.968,1080.85,2.36
32,32,2,128,256,256,3,1048576,20,4,6,165.436,2717.67,2.10
32,32,2,160,1024,50,4,20971520,20,4,6,571.223,787.08,2.44
32,32,2,224,256,30,2,1048576,20,4,6,175.969,2555.00,2.33
32,32,2,224,1024,10,2,5242880,20,4,6,665.227,675.86,2.67
32,32,3,128,256,50,4,10485760,20,4,6,196.155,2292.07,2.30
32,32,3,224,1024,10,4,20971520,20,4,6,873.401,514.77,2.75
32,32,3,224,1024,50,2,1048576,20,4,6,869.882,516.85,2.28
32,32,4,96,256,10,3,1048576,20,4,6,244.969,1835.33,2.65
32,32,4,96,1024,50,2,20971520,20,4,6,970.071,463.47,2.27
32,32,4,160,256,30,1,52428800,20,4,6,234.408,1918.02,2.41
32,32,4,192,256,10,4,2097152,20,4,6,248.792,1807.13,2.68
32,48,2,160,1024,50,2,52428800,20,4,6,714.048,629.65,2.26
32,48,3,160,256,256,3,1048576,20,4,6,255.421,1760.23,2.06
32,48,4,160,256,30,2,2097152,20,4,6,295.559,1521.18,2.29
32,48,4,224,256,30,3,10485760,20,4,6,341.463,1316.69,2.38
32,48,5,160,256,50,1,1048576,20,4,6,358.587,1253.81,2.25
32,48,5,192,256,256,4,10485760,20,4,6,391.299,1148.99,2.05
32,72,1,160,1024,50,1,5242880,20,4,6,569.909,788.89,2.29
32,72,1,256,1024,50,3,5242880,20,4,6,616.184,729.65,2.36
32,72,2,64,1024,50,4,2097152,20,4,6,1195.541,376.06,2.42
32,72,2,192,256,10,3,2097152,20,4,6,248.062,1812.45,2.65
32,72,4,32,256,10,4,20971520,20,4,6,390.498,1151.35,2.69
32,72,4,32,1024,10,4,10485760,20,4,6,1538.532,292.22,2.77
32,72,4,64,256,30,4,20971520,20,4,6,513.561,875.45,2.37
32,72,4,64,1024,30,3,1048576,20,4,6,2033.837,221.06,2.38
32,72,4,64,1024,30,4,20971520,20,4,6,2056.886,218.58,2.47
32,72,4,192,256,30,2,20971520,20,4,6,421.728,1066.09,2.32
32,72,5,128,1024,10,2,52428800,20,4,6,1873.085,240.03,2.69
32,72,5,224,256,10,3,10485760,20,4,6,551.788,814.80,2.68
32,72,5,256,1024,50,1,20971520,20,4,6,2003.937,224.35,2.25
48,8,1,32,256,50,4,20971520,20,4,6,120.052,3745.05,2.43
48,8,2,64,1024,50,1,2097152,20,4,6,651.768,689.81,2.35
48,8,3,128,256,30,2,20971520,20,4,6,155.486,2891.58,2.40
48,8,3,160,256,50,2,52428800,20,4,6,153.893,2921.51,2.34
48,8,3,224,1024,30,1,10485760,20,4,6,666.970,674.09,2.44
48,8,4,256,256,50,4,20971520,20,4,6,182.099,2468.99,2.40
48,8,4,256,1024,10,4,52428800,20,4,6,689.661,651.91,2.80
48,8,5,96,256,10,2,5242880,20,4,6,195.745,2296.87,2.76
48,8,5,160,256,256,2,10485760,20,4,6,200.075,2247.16,2.11
48,12,1,224,256,10,1,52428800,20,4,6,133.833,3359.41,2.89
48,12,3,224,1024,30,4,10485760,20,4,6,731.275,614.81,2.60
48,12,5,128,1024,30,1,20971520,20,4,6,800.416,561.70,2.50
48,12,5,128,1024,256,1,20971520,20,4,6,821.652,547.19,2.16
48,12,5,160,256,256,1,20971520,20,4,6,220.387,2040.05,2.13
48,12,5,224,256,30,2,10485760,20,4,6,242.928,1850.75,2.37
48,12,5,224,1024,10,3,52428800,20,4,6,948.036,474.24,2.73
48,12,5,224,1024,30,1,2097152,20,4,6,946.113,475.20,2.50
48,12,5,256,1024,30,3,10485760,20,4,6,857.560,524.27,2.49
48,16,1,224,256,256,2,52428800,20,4,6,150.873,2979.99,2.15
48,16,1,224,1024,256,1,10485760,20,4,6,544.831,825.21,2.14
48,16,3,160,256,50,4,52428800,20,4,6,176.423,2548.42,2.34
48,16,4,160,1024,50,2,20971520,20,4,6,792.643,567.21,2.30
48,16,4,192,256,256,2,20971520,20,4,6,226.726,1983.01,2.12
48,16,5,224,256,30,2,52428800,20,4,6,265.222,1695.18,2.34
48,20,1,64,1024,256,4,5242880,20,4,6,650.781,690.86,2.28
48,20,1,128,256,10,4,52428800,20,4,6,130.781,3437.81,2.81
48,20,1,128,256,256,2,2097152,20,4,6,140.203,3206.78,2.14
48,20,1,256,1024,10,1,2097152,20,4,6,506.045,888.46,2.85
48,20,2,64,1024,30,1,10485760,20,4,6,805.027,558.49,2.42
48,20,3,128,256,30,2,1048576,20,4,6,187.698,2395.34,2.40
48,20,3,160,256,30,3,10485760,20,4,6,187.939,2392.27,2.42
48,20,3,224,256,50,4,1048576,20,4,6,220.612,2037.97,2.40
48,20,3,224,1024,50,3,20971520,20,4,6,862.352,521.36,2.34
48,20,4,32,1024,10,1,10485760,20,4,6,845.101,532.00,2.81
48,20,4,192,1024,256,4,52428800,20,4,6,918.116,489.69,2.21
48,24,1,256,1024,50,4,10485760,20,4,6,534.420,841.28,2.50
48,24,2,128,1024,50,2,5242880,20,4,6,639.165,703.41,2.29
48,24,2,224,256,10,3,20971520,20,4,6,191.696,2345.38,2.66
48,24,3,64,1024,10,2,52428800,20,4,6,1023.451,439.29,2.76
48,24,3,128,1024,50,1,1048576,20,4,6,783.849,573.58,2.25
48,24,3,224,1024,10,2,5242880,20,4,6,904.651,496.98,2.76
48,24,4,64,256,10,4,52428800,20,4,6,303.276,1482.48,2.73
48,24,5,32,1024,10,1,5242880,20,4,6,1048.506,428.80,2.94
48,24,5,160,256,256,4,5242880,20,4,6,282.550,1591.22,2.12
48,32,1,32,1024,30,3,2097152,20,4,6,522.498,860.48,2.43
48,32,1,64,1024,256,4,1048576,20,4,6,723.753,621.20,2.18
48,32,2,64,1024,256,4,10485760,20,4,6,959.868,468.39,2.16
48,32,2,256,256,256,3,10485760,20,4,6,209.391,2147.18,2.06
48,32,3,32,1024,50,4,10485760,20,4,6,882.475,509.47,2.41
48,32,3,128,1024,30,3,5242880,20,4,6,881.562,510.00,2.37
48,32,3,160,1024,10,4,10485760,20,4,6,883.275,509.01,2.72
